"Uwi","Latitude","Longitude","Core.BulkDensityDynamic.Kriged","Core.ConfiningStressDynamic.Kriged","Core.CsgThoriumApi.Kriged","Core.GriBulkDensity.Kriged","Core.GriCoreyTypeParameter.Kriged","Core.GriGasFilledPorosity.Kriged","Core.GriGrainDensity.Kriged","Core.GriMatrixPermeabilityAbsolute.Kriged","Core.GriSaturationSg.Kriged","Core.GriSaturationSo.Kriged","Core.GriTotalPorosity.Kriged","Core.GriWaterFilledPorosity.Kriged","Core.GscCombustibleGasContent.Kriged","Core.NormalizedOil.Kriged","Core.PoissonsRatioDynamic.Kriged","Core.RoCalculated.Kriged","Core.RoMeasured.Kriged","Core.S1.Kriged","Core.S2.Kriged","Core.S3.Kriged","Core.ShearVelocityDynamic.Kriged","Core.StaticYoungsModulus.Kriged","Core.Tmax.Kriged","Core.Toc.Kriged","Core.XrdClayChlorite.Kriged","Core.XrdClayIllite.Kriged","Core.XrdClayKaolinite.Kriged","Core.XrdDolomite.Kriged","Core.XrdMarcasite.Kriged","Core.XrdPlagioclase.Kriged","Producer.EstimatedLength.Joined","Producer.DepthTrueVertical.Joined"
"42013342710000",28.95393,-98.33186,2.53027708196383,1629.07091364379,21.5579152730147,2.51821633921346,3.01806579190095,1.34713087862589,2.6435763788579,0.00048799611758709,23.3829540155576,31.4734388949371,6.33099681993355,2.69237010397973,153.820878770668,19.9725558373796,0.256275965055383,0.793900211000362,0.811969356606829,0.755494782084228,8.13025796348074,0.300666024108342,8434.52619394102,3.47843127123534,441.912739910048,3.19076058925136,4.90682869075257,31.3475413230734,18.1470574508341,0.824173462081105,0.952944038993507,2.00518687754562,3469,8206
"42013342710000",28.95393,-98.33186,2.53027708267011,1629.07034232495,21.55789330348,2.51821665869871,3.0180524392477,1.34710552292299,2.64357622142263,0.000487995019055166,23.3826488995065,31.4734542638549,6.33097892849397,2.69238304860354,153.821192308382,19.9730030664452,0.256276067151525,0.793894885852753,0.811961282180978,0.755509804831408,8.13045994266173,0.300666024106966,8434.5262924819,3.47842985713977,441.912444555323,3.1907587112973,4.90681738371874,31.3475396311329,18.147237742473,0.824171213494451,0.952949303299049,2.00516564706291,3469,8206
"42013342730000",28.72858,-98.45566,2.5309657870218,1652.50958398749,22.0662477368956,2.50522140084547,3.61338321036999,2.06332761468763,2.64554153282109,0.000559541304894238,31.2563304024253,30.5432501078301,6.92793426612432,2.47614288366175,145.091352014776,14.8683978026454,0.254420941410499,0.886824624020807,0.986496792417934,0.567397692685258,4.36906820724057,0.300666124399668,8478.9432216746,3.62513650261701,447.051944741502,3.26282305143212,6.45240849751575,31.5686722606276,14.1103604919126,0.933933875593923,0.733906173004517,2.65178248836619,4637,9627
"42013342730000",28.72858,-98.45566,2.53096582748249,1652.50902541554,22.0662093466722,2.50522165521382,3.61336289746236,2.06330865505092,2.64554150047704,0.000559540238739911,31.2560920705844,30.5434551354753,6.92792803073634,2.476145726314,145.091569539241,14.8684470509693,0.254420959989784,0.886820968094097,0.98649123653745,0.567401966353443,4.36913391833087,0.300666124398745,8478.94225698667,3.62513553358217,447.051741788843,3.26281842925167,6.45232732993259,31.5686598249651,14.1104727343527,0.93393251079154,0.733909039831591,2.65176930647349,4637,9627
"42013342780100",28.69723,-98.47085,2.53052446924216,1656.42361474891,22.2558620278473,2.50332020096953,3.73069714396779,2.15915473332191,2.64546455499894,0.000570635801417817,32.2700419952584,29.6548428187378,6.98118880415197,2.47077182053769,143.709187685676,14.7079922207143,0.254341579720158,0.908373901311285,1.00675772018382,0.54896859389871,4.0608924049279,0.300666134147565,8487.33281672984,3.63610474575468,448.247638722632,3.2869000262718,6.71153407694816,31.6314236639454,13.7086445766418,0.94590949492953,0.709702717681505,2.72436690557576,3870,9760
"42013342820000",28.72055,-98.45599,2.53088889724998,1653.45620242847,22.1283270451929,2.50478798294988,3.6470776656348,2.09412582411134,2.6455859982659,0.000561464112811283,31.6366913962766,30.2138686288812,6.93878843592807,2.47197204712515,144.730959747112,14.7950267600148,0.254392458826624,0.892879217515015,0.995262996410618,0.560688759113235,4.26419067743747,0.300666126093529,8480.55481512264,3.62686625238437,447.388036109475,3.27037769933829,6.58106594546195,31.5890656277033,13.9340447190594,0.936320474109634,0.728929681096716,2.67344178282153,4481,9647
"42013342820000",28.72055,-98.45599,2.53088888280109,1653.45637164691,22.1283386305621,2.50478790738299,3.64708384283694,2.09413147332653,2.64558600800453,0.000561464429317943,31.6367621892626,30.2138061527839,6.93879027526383,2.47197128478182,144.730895632184,14.7950132432555,0.254392454007203,0.892880351684743,0.995264652855925,0.560687513047141,4.26417152839695,0.300666126093802,8480.55506832626,3.62686650232997,447.388099076525,3.27037910666154,6.58109040606716,31.5890693912014,13.934011839363,0.936320876165916,0.72892883956251,2.67344571832279,4481,9647
"42013342840000",28.72949,-98.44741,2.53100689018377,1652.34070380796,22.0966910712561,2.50538882467709,3.61852182310971,2.073193284037,2.64567787835656,0.000557265860407572,31.4700217965264,30.3277036010615,6.9198758784113,2.47143869270237,145.10859211801,14.7909644466923,0.254414171475762,0.888977690980104,0.993141322166554,0.562800835465831,4.32530445915145,0.300666121862398,8477.46515192015,3.62174216189634,447.17199628001,3.26577336975034,6.54692478585406,31.5743866495365,13.9884613539235,0.931959786085575,0.737646088786999,2.65508983572645,4584,9636
"42013342850000",28.73376,-98.44096,2.53106436408698,1651.80155482468,22.0934419746912,2.50570198142332,3.60734182696874,2.06704630908974,2.64575851595604,0.00055469821143938,31.4629156353435,30.3074537141036,6.90894628673817,2.46970863518721,145.279754292536,14.7627464318604,0.25442102042741,0.888234274816048,0.99421939196302,0.562167906483733,4.33920429919082,0.300666119060744,8475.67898825836,3.61825171403877,447.131177569264,3.26473987379264,6.55358707058359,31.5693567328067,13.9770402923596,0.929374053207715,0.742771591778165,2.64768100030965,4353,9647
"42013342850000",28.73376,-98.44096,2.53106438646135,1651.80123395601,22.0934204378474,2.50570213208172,3.60732997027709,2.06703498806939,2.64575849677414,0.000554697600220452,31.4627726877834,30.3075716799562,6.90894249635056,2.46971042753924,145.279877236288,14.7627714868893,0.254421032200453,0.888232237286618,0.99421606181165,0.562170204232341,4.33924226570523,0.300666119060154,8475.67848611044,3.61825113246132,447.131064478229,3.26473723911527,6.55353626921066,31.5693492219111,13.9771087924267,0.92937324237459,0.742773285708696,2.64767314574311,4353,9647
